time,temperature,humidity,pressure,pm10,pm2_5,carbon_monoxide,european_aqi,gpsID
2023-06-01T10:00,22.9,63,1008.2,17.3,14.4,157,41,8
2023-06-01T11:00,23.7,62,1008.0,15.3,12.6,153,45,8
2023-06-01T12:00,24.3,59,1007.4,13.8,11.9,152,47,8
2023-06-01T13:00,24.6,58,1006.9,13.5,11.3,149,47,8
2023-06-01T14:00,24.7,57,1005.9,13.0,10.8,145,47,8
2023-06-01T15:00,25.0,55,1006.1,12.4,10.3,145,47,8
2023-06-01T16:00,24.5,56,1005.7,11.9,9.9,144,44,8
2023-06-01T17:00,23.5,62,1005.1,12.2,9.9,145,43,8
2023-06-01T18:00,22.0,70,1004.8,15.1,12.5,161,38,8
2023-06-01T19:00,21.3,76,1005.3,16.7,14.2,180,31,8
2023-06-01T20:00,19.8,79,1005.8,16.4,14.1,181,28,8
2023-06-01T21:00,18.6,84,1005.5,16.1,13.8,186,27,8
2023-06-01T22:00,18.1,85,1005.5,13.9,12.9,184,27,8
2023-06-01T23:00,17.5,86,1005.1,13.4,12.5,175,27,8
2023-06-02T00:00,17.1,87,1004.9,11.2,10.3,169,27,8
2023-06-02T01:00,16.7,88,1005.3,11.2,10.3,170,27,8
2023-06-02T02:00,16.2,88,1004.9,11.4,10.1,169,26,8
2023-06-02T03:00,16.0,88,1004.8,11.9,10.6,165,26,8
2023-06-02T04:00,15.7,89,1005.1,12.6,11.1,164,26,8
2023-06-02T05:00,16.9,88,1005.1,17.8,14.4,168,26,8
2023-06-02T06:00,20.0,78,1005.2,18.7,17.7,168,28,8
2023-06-02T07:00,21.5,68,1005.3,19.5,17.9,166,37,8
2023-06-02T08:00,22.8,65,1005.4,19.7,17.7,168,43,8
2023-06-02T09:00,24.0,60,1005.1,17.7,16.2,167,50,8
2023-06-02T10:00,25.0,56,1005.1,16.6,15.3,164,55,8
2023-06-02T11:00,25.6,54,1004.5,15.1,13.4,161,56,8
2023-06-02T12:00,26.0,53,1004.2,14.7,12.4,158,57,8
2023-06-02T13:00,25.9,52,1004.1,14.9,12.2,157,57,8
2023-06-02T14:00,26.3,51,1003.8,13.7,11.3,156,57,8
2023-06-02T15:00,26.3,50,1003.7,12.1,10.1,161,55,8
2023-06-02T16:00,26.0,50,1003.2,14.5,12.2,166,51,8
2023-06-02T17:00,24.9,56,1003.7,15.5,13.2,167,51,8
2023-06-02T18:00,23.4,65,1003.8,17.1,14.7,177,39,8
2023-06-02T19:00,21.9,78,1004.1,19.1,16.4,193,29,8
2023-06-02T20:00,20.1,87,1004.3,19.8,18.0,204,27,8
2023-06-02T21:00,19.0,89,1004.9,20.4,19.5,203,27,8
2023-06-02T22:00,19.5,84,1004.8,19.1,17.8,190,28,8
2023-06-02T23:00,19.3,84,1005.1,16.3,14.3,180,28,8
2023-06-03T00:00,17.3,93,1005.6,14.1,13.1,178,28,8
2023-06-03T01:00,16.8,94,1006.2,13.4,11.5,171,28,8
2023-06-03T02:00,16.4,94,1006.4,12.0,10.2,165,28,8
2023-06-03T03:00,16.1,93,1006.1,11.0,9.7,167,28,8
2023-06-03T04:00,15.6,94,1006.3,11.6,9.9,169,28,8
2023-06-03T05:00,16.9,94,1006.3,13.9,11.3,185,28,8
2023-06-03T06:00,19.7,83,1006.5,18.4,16.4,179,28,8
2023-06-03T07:00,20.6,77,1007.1,20.1,18.7,195,29,8
2023-06-03T08:00,21.7,71,1007.3,19.3,18.0,186,34,8
2023-06-03T09:00,22.7,68,1007.4,16.5,13.9,182,39,8
2023-06-03T10:00,23.7,65,1007.6,15.5,14.5,174,43,8
2023-06-03T11:00,24.4,63,1007.3,12.6,12.2,172,47,8
2023-06-03T12:00,24.8,62,1007.0,10.5,10.2,164,49,8
2023-06-03T13:00,24.8,63,1006.3,11.1,9.4,158,49,8
2023-06-03T14:00,24.6,65,1006.8,9.2,8.8,157,47,8
2023-06-03T15:00,22.1,77,1006.6,8.3,7.9,159,47,8
2023-06-03T16:00,20.5,84,1006.7,8.8,7.5,161,41,8
2023-06-03T17:00,20.2,86,1006.6,7.7,6.6,162,38,8
2023-06-03T18:00,20.1,87,1006.7,7.8,6.8,163,35,8
2023-06-03T19:00,20.2,83,1007.0,10.1,8.8,169,28,8
2023-06-03T20:00,20.0,83,1007.7,11.7,10.6,178,25,8
2023-06-03T21:00,18.9,89,1007.5,12.1,11.1,171,24,8
2023-06-03T22:00,18.6,89,1007.9,14.0,12.9,165,23,8
2023-06-03T23:00,17.3,93,1007.7,15.5,14.9,165,23,8
2023-06-04T00:00,16.4,96,1007.5,12.7,10.2,168,23,8
2023-06-04T01:00,16.7,94,1007.5,14.8,12.1,173,23,8
2023-06-04T02:00,15.6,97,1007.5,15.7,12.9,170,23,8
2023-06-04T03:00,16.2,97,1007.2,14.8,13.6,173,23,8
2023-06-04T04:00,15.1,99,1007.2,16.0,13.9,177,23,8
2023-06-04T05:00,16.4,97,1007.9,16.2,14.3,176,24,8
2023-06-04T06:00,18.1,92,1008.1,15.3,14.1,175,24,8
2023-06-04T07:00,20.1,81,1008.4,15.7,14.3,173,28,8
2023-06-04T08:00,21.3,76,1008.6,19.0,17.1,166,33,8
2023-06-04T09:00,22.5,70,1008.5,19.3,17.9,163,36,8
2023-06-04T10:00,23.3,67,1008.9,15.5,14.8,159,37,8
2023-06-04T11:00,24.0,66,1008.3,13.2,12.5,157,39,8
2023-06-04T12:00,24.6,63,1007.7,11.9,11.1,156,40,8
2023-06-04T13:00,24.9,64,1007.9,18.9,14.1,171,43,8
2023-06-04T14:00,22.6,73,1007.5,14.1,12.9,173,45,8
2023-06-04T15:00,21.4,79,1007.7,13.4,12.5,176,43,8
2023-06-04T16:00,20.7,83,1007.8,17.7,12.1,178,39,8
2023-06-04T17:00,20.0,89,1008.2,14.5,11.5,180,37,8
2023-06-04T18:00,19.7,91,1007.8,12.3,10.5,183,34,8
2023-06-04T19:00,18.8,95,1007.8,11.0,10.5,173,32,8
2023-06-04T20:00,18.5,96,1008.1,10.4,9.4,178,26,8
2023-06-04T21:00,18.3,97,1008.5,10.4,10.2,178,26,8
2023-06-04T22:00,18.0,98,1009.0,10.6,9.9,174,26,8
2023-06-04T23:00,17.7,98,1008.6,11.6,10.6,164,26,8
2023-06-05T00:00,17.6,98,1008.1,12.1,11.5,164,25,8
2023-06-05T01:00,17.1,98,1007.9,9.5,8.6,169,25,8
2023-06-05T02:00,16.9,97,1008.1,8.9,7.8,169,25,8
2023-06-05T03:00,16.5,96,1007.7,9.1,8.1,169,25,8
2023-06-05T04:00,16.4,97,1007.6,8.1,7.4,171,24,8
2023-06-05T05:00,16.7,97,1007.5,8.7,8.2,164,24,8
2023-06-05T06:00,17.4,95,1007.8,8.1,7.1,169,23,8
2023-06-05T07:00,16.7,94,1008.0,7.6,7.2,174,23,8
2023-06-05T08:00,17.6,92,1008.0,7.5,6.3,170,25,8
2023-06-05T09:00,18.8,90,1007.7,7.3,6.6,169,25,8
2023-06-05T10:00,19.6,88,1008.1,7.2,6.6,167,26,8
2023-06-05T11:00,20.2,86,1007.7,6.9,6.3,164,28,8
2023-06-05T12:00,21.1,83,1007.7,7.2,6.2,167,32,8
2023-06-05T13:00,21.3,80,1007.4,7.6,5.9,157,34,8
2023-06-05T14:00,21.8,76,1007.2,7.6,6.1,155,34,8
2023-06-05T15:00,21.4,78,1006.8,6.6,6.0,153,35,8
2023-06-05T16:00,20.2,82,1006.6,6.6,5.9,150,35,8
2023-06-05T17:00,19.3,84,1006.3,6.9,6.4,150,33,8
2023-06-05T18:00,18.5,91,1006.5,6.9,6.2,149,29,8
2023-06-05T19:00,17.8,92,1006.8,9.9,9.2,166,24,8
2023-06-05T20:00,17.1,95,1007.5,10.4,9.7,185,20,8
2023-06-05T21:00,16.8,96,1007.5,11.0,10.1,177,19,8
2023-06-05T22:00,16.6,95,1007.6,12.3,11.4,180,21,8
2023-06-05T23:00,16.4,95,1007.3,12.7,12.3,180,21,8
2023-06-06T00:00,16.6,97,1007.6,14.9,13.5,176,20,8
2023-06-06T01:00,16.7,96,1007.3,15.1,13.7,168,20,8
2023-06-06T02:00,16.6,96,1007.2,13.1,12.9,163,18,8
2023-06-06T03:00,16.8,94,1007.3,13.5,13.2,165,17,8
2023-06-06T04:00,16.5,96,1007.2,12.8,12.4,175,17,8
2023-06-06T05:00,17.0,94,1007.4,13.2,13.0,187,18,8
2023-06-06T06:00,17.4,92,1007.6,12.4,12.1,171,20,8
2023-06-06T07:00,17.7,89,1007.7,13.0,12.1,171,26,8
2023-06-06T08:00,19.3,82,1007.7,11.9,10.7,169,30,8
2023-06-06T09:00,20.7,76,1007.7,12.3,11.1,165,34,8
2023-06-06T10:00,21.4,76,1007.2,11.4,9.8,158,38,8
2023-06-06T11:00,22.3,75,1007.1,10.3,9.7,154,41,8
2023-06-06T12:00,23.0,71,1007.1,9.0,7.9,152,41,8
2023-06-06T13:00,23.5,66,1006.8,7.0,6.6,145,43,8
2023-06-06T14:00,23.9,64,1006.6,6.3,6.0,140,43,8
2023-06-06T15:00,23.8,64,1006.4,6.0,5.2,144,43,8
2023-06-06T16:00,23.3,66,1006.1,5.9,4.9,149,41,8
2023-06-06T17:00,21.5,77,1006.1,6.0,5.0,147,41,8
2023-06-06T18:00,20.8,84,1006.5,9.1,7.2,172,37,8
2023-06-06T19:00,20.5,82,1006.8,12.9,10.1,186,28,8
2023-06-06T20:00,19.4,88,1007.8,12.9,11.3,176,24,8
2023-06-06T21:00,18.2,93,1008.3,10.3,9.6,183,23,8
2023-06-06T22:00,17.2,95,1008.6,10.5,9.8,172,21,8
2023-06-06T23:00,16.5,97,1008.3,10.1,8.3,164,20,8
2023-06-07T00:00,15.8,97,1008.0,9.7,8.8,162,20,8
2023-06-07T01:00,15.5,97,1007.6,9.3,7.0,160,19,8
2023-06-07T02:00,14.9,98,1007.8,8.8,7.9,157,19,8
2023-06-07T03:00,14.6,98,1007.7,11.1,10.3,153,18,8
2023-06-07T04:00,14.6,97,1008.0,10.8,9.6,152,18,8
2023-06-07T05:00,16.0,96,1008.2,11.7,11.0,168,18,8
2023-06-07T06:00,18.4,88,1008.3,12.6,11.5,164,20,8
2023-06-07T07:00,19.9,85,1008.6,12.7,11.7,169,29,8
2023-06-07T08:00,21.3,84,1008.7,13.2,12.5,170,34,8
2023-06-07T09:00,22.1,85,1008.6,12.9,12.5,171,38,8
2023-06-07T10:00,22.5,84,1008.3,11.5,10.9,169,44,8
2023-06-07T11:00,23.1,83,1008.3,11.1,10.3,167,48,8
2023-06-07T12:00,23.7,80,1007.7,10.8,10.0,164,49,8
2023-06-07T13:00,23.6,77,1007.8,10.1,9.3,160,51,8
2023-06-07T14:00,23.6,76,1007.3,9.5,8.8,159,53,8
2023-06-07T15:00,23.8,74,1007.3,9.5,8.7,162,53,8
2023-06-07T16:00,23.4,74,1006.6,9.8,9.0,167,51,8
2023-06-07T17:00,23.2,74,1006.2,9.7,8.9,168,47,8
2023-06-07T18:00,21.8,82,1006.3,12.7,11.1,189,40,8
2023-06-07T19:00,20.8,83,1006.8,13.6,12.7,185,35,8
2023-06-07T20:00,19.1,91,1007.5,16.4,15.6,206,30,8
2023-06-07T21:00,18.0,94,1007.8,20.4,18.9,196,26,8
2023-06-07T22:00,17.7,92,1007.4,19.4,18.1,186,23,8
2023-06-07T23:00,16.6,96,1007.1,19.3,18.7,186,22,8
2023-06-01T00:00,14.7,91,1008.3,15.7,14.2,176,24,9
2023-06-01T01:00,14.6,92,1008.0,15.2,13.8,172,24,9
2023-06-01T02:00,14.3,91,1008.1,15.4,13.5,173,24,9
2023-06-01T03:00,14.0,91,1008.0,16.1,14.7,176,24,9
2023-06-01T04:00,14.0,91,1008.1,16.8,15.8,178,24,9
2023-06-01T05:00,15.2,90,1008.1,18.1,17.0,176,24,9
2023-06-01T06:00,18.3,78,1008.2,17.9,15.8,175,24,9
2023-06-01T07:00,19.5,75,1008.4,19.5,16.4,168,29,9
2023-06-01T08:00,20.8,71,1008.2,18.9,16.8,166,31,9
2023-06-01T09:00,22.0,66,1008.0,17.8,14.8,160,36,9
2023-06-01T10:00,22.9,63,1007.5,17.3,14.4,157,41,9
2023-06-01T11:00,23.7,62,1007.3,15.3,12.6,153,45,9
2023-06-01T12:00,24.3,59,1006.7,13.8,11.9,152,47,9
2023-06-01T13:00,24.6,58,1006.2,13.5,11.3,149,47,9
2023-06-01T14:00,24.7,57,1005.2,13.0,10.8,145,47,9
2023-06-01T15:00,25.0,55,1005.4,12.4,10.3,145,47,9
2023-06-01T16:00,24.5,56,1005.0,11.9,9.9,144,44,9
2023-06-01T17:00,23.5,62,1004.4,12.2,9.9,145,43,9
2023-06-01T18:00,22.0,70,1004.1,15.1,12.5,161,38,9
2023-06-01T19:00,21.3,76,1004.6,16.7,14.2,180,31,9
2023-06-01T20:00,19.8,79,1005.1,16.4,14.1,181,28,9
2023-06-01T21:00,18.6,84,1004.7,16.1,13.8,186,27,9
2023-06-01T22:00,18.1,85,1004.8,13.9,12.9,184,27,9
2023-06-01T23:00,17.5,86,1004.4,13.4,12.5,175,27,9
2023-06-02T00:00,17.1,87,1004.2,11.2,10.3,169,27,9
2023-06-02T01:00,16.7,88,1004.6,11.2,10.3,170,27,9
2023-06-02T02:00,16.2,88,1004.2,11.4,10.1,169,26,9
2023-06-02T03:00,16.0,88,1004.1,11.9,10.6,165,26,9
2023-06-02T04:00,15.7,89,1004.4,12.6,11.1,164,26,9
2023-06-02T05:00,16.9,88,1004.4,17.8,14.4,168,26,9
2023-06-02T06:00,20.0,78,1004.5,18.7,17.7,168,28,9
2023-06-02T07:00,21.5,68,1004.6,19.5,17.9,166,37,9
2023-06-02T08:00,22.8,65,1004.7,19.7,17.7,168,43,9
2023-06-02T09:00,24.0,60,1004.4,17.7,16.2,167,50,9
2023-06-02T10:00,25.0,56,1004.4,16.6,15.3,164,55,9
2023-06-02T11:00,25.6,54,1003.8,15.1,13.4,161,56,9
2023-06-02T12:00,26.0,53,1003.5,14.7,12.4,158,57,9
2023-06-02T13:00,25.9,52,1003.4,14.9,12.2,157,57,9
2023-06-02T14:00,26.3,51,1003.1,13.7,11.3,156,57,9
2023-06-02T15:00,26.3,50,1003.0,12.1,10.1,161,55,9
2023-06-02T16:00,26.0,50,1002.5,14.5,12.2,166,51,9
2023-06-02T17:00,24.9,56,1003.0,15.5,13.2,167,51,9
2023-06-02T18:00,23.4,65,1003.1,17.1,14.7,177,39,9
2023-06-02T19:00,21.9,78,1003.4,19.1,16.4,193,29,9
2023-06-02T20:00,20.1,87,1003.6,19.8,18.0,204,27,9
2023-06-02T21:00,19.0,89,1004.2,20.4,19.5,203,27,9
2023-06-02T22:00,19.5,84,1004.1,19.1,17.8,190,28,9
2023-06-02T23:00,19.3,84,1004.4,16.3,14.3,180,28,9
2023-06-03T00:00,17.3,93,1004.9,14.1,13.1,178,28,9
2023-06-03T01:00,16.8,94,1005.5,13.4,11.5,171,28,9
2023-06-03T02:00,16.4,94,1005.7,12.0,10.2,165,28,9
2023-06-03T03:00,16.1,93,1005.4,11.0,9.7,167,28,9
2023-06-03T04:00,15.6,94,1005.5,11.6,9.9,169,28,9
2023-06-03T05:00,16.9,94,1005.6,13.9,11.3,185,28,9
2023-06-03T06:00,19.7,83,1005.8,18.4,16.4,179,28,9
2023-06-03T07:00,20.6,77,1006.4,20.1,18.7,195,29,9
2023-06-03T08:00,21.7,71,1006.6,19.3,18.0,186,34,9
2023-06-03T09:00,22.7,68,1006.8,16.5,13.9,182,39,9
2023-06-03T10:00,23.7,65,1006.9,15.5,14.5,174,43,9
2023-06-03T11:00,24.4,63,1006.6,12.6,12.2,172,47,9
2023-06-03T12:00,24.8,62,1006.3,10.5,10.2,164,49,9
2023-06-03T13:00,24.8,63,1005.6,11.1,9.4,158,49,9
2023-06-03T14:00,24.6,65,1006.1,9.2,8.8,157,47,9
2023-06-03T15:00,22.1,77,1005.9,8.3,7.9,159,47,9
2023-06-03T16:00,20.5,84,1006.0,8.8,7.5,161,41,9
2023-06-03T17:00,20.2,86,1005.9,7.7,6.6,162,38,9
2023-06-03T18:00,20.1,87,1006.0,7.8,6.8,163,35,9
2023-06-03T19:00,20.2,83,1006.3,10.1,8.8,169,28,9
2023-06-03T20:00,20.0,83,1007.0,11.7,10.6,178,25,9
2023-06-03T21:00,18.9,89,1006.8,12.1,11.1,171,24,9
2023-06-03T22:00,18.6,89,1007.2,14.0,12.9,165,23,9
2023-06-03T23:00,17.3,93,1007.0,15.5,14.9,165,23,9
2023-06-04T00:00,16.4,96,1006.8,12.7,10.2,168,23,9
2023-06-04T01:00,16.7,94,1006.8,14.8,12.1,173,23,9
2023-06-04T02:00,15.6,97,1006.8,15.7,12.9,170,23,9
2023-06-04T03:00,16.2,97,1006.5,14.8,13.6,173,23,9
2023-06-04T04:00,15.1,99,1006.5,16.0,13.9,177,23,9
2023-06-04T05:00,16.4,97,1007.2,16.2,14.3,176,24,9
2023-06-04T06:00,18.1,92,1007.4,15.3,14.1,175,24,9
2023-06-04T07:00,20.1,81,1007.7,15.7,14.3,173,28,9
2023-06-04T08:00,21.3,76,1007.9,19.0,17.1,166,33,9
2023-06-04T09:00,22.5,70,1007.8,19.3,17.9,163,36,9
2023-06-04T10:00,23.3,67,1008.2,15.5,14.8,159,37,9
2023-06-04T11:00,24.0,66,1007.6,13.2,12.5,157,39,9
2023-06-04T12:00,24.6,63,1007.0,11.9,11.1,156,40,9
2023-06-04T13:00,24.9,64,1007.2,18.9,14.1,171,43,9
2023-06-04T14:00,22.6,73,1006.8,14.1,12.9,173,45,9
2023-06-04T15:00,21.4,79,1007.0,13.4,12.5,176,43,9
2023-06-04T16:00,20.7,83,1007.1,17.7,12.1,178,39,9
2023-06-04T17:00,20.0,89,1007.5,14.5,11.5,180,37,9
2023-06-04T18:00,19.7,91,1007.1,12.3,10.5,183,34,9
2023-06-04T19:00,18.8,95,1007.1,11.0,10.5,173,32,9
2023-06-04T20:00,18.5,96,1007.4,10.4,9.4,178,26,9
2023-06-04T21:00,18.3,97,1007.8,10.4,10.2,178,26,9
2023-06-04T22:00,18.0,98,1008.3,10.6,9.9,174,26,9
2023-06-04T23:00,17.7,98,1007.9,11.6,10.6,164,26,9
2023-06-05T00:00,17.6,98,1007.4,12.1,11.5,164,25,9
2023-06-05T01:00,17.1,98,1007.2,9.5,8.6,169,25,9
2023-06-05T02:00,16.9,97,1007.4,8.9,7.8,169,25,9
2023-06-05T03:00,16.5,96,1007.0,9.1,8.1,169,25,9
2023-06-05T04:00,16.4,97,1006.9,8.1,7.4,171,24,9
2023-06-05T05:00,16.7,97,1006.8,8.7,8.2,164,24,9
2023-06-05T06:00,17.4,95,1007.1,8.1,7.1,169,23,9
2023-06-05T07:00,16.7,94,1007.3,7.6,7.2,174,23,9
2023-06-05T08:00,17.6,92,1007.3,7.5,6.3,170,25,9
2023-06-05T09:00,18.8,90,1007.0,7.3,6.6,169,25,9
2023-06-05T10:00,19.6,88,1007.4,7.2,6.6,167,26,9
2023-06-05T11:00,20.2,86,1007.0,6.9,6.3,164,28,9
2023-06-05T12:00,21.1,83,1007.0,7.2,6.2,167,32,9
2023-06-05T13:00,21.3,80,1006.7,7.6,5.9,157,34,9
2023-06-05T14:00,21.8,76,1006.5,7.6,6.1,155,34,9
2023-06-05T15:00,21.4,78,1006.1,6.6,6.0,153,35,9
2023-06-05T16:00,20.2,82,1005.9,6.6,5.9,150,35,9
2023-06-05T17:00,19.3,84,1005.6,6.9,6.4,150,33,9
2023-06-05T18:00,18.5,91,1005.8,6.9,6.2,149,29,9
2023-06-05T19:00,17.8,92,1006.1,9.9,9.2,166,24,9
2023-06-05T20:00,17.1,95,1006.8,10.4,9.7,185,20,9
2023-06-05T21:00,16.8,96,1006.8,11.0,10.1,177,19,9
2023-06-05T22:00,16.6,95,1006.9,12.3,11.4,180,21,9
2023-06-05T23:00,16.4,95,1006.6,12.7,12.3,180,21,9
2023-06-06T00:00,16.6,97,1006.9,14.9,13.5,176,20,9
2023-06-06T01:00,16.7,96,1006.6,15.1,13.7,168,20,9
2023-06-06T02:00,16.6,96,1006.5,13.1,12.9,163,18,9
2023-06-06T03:00,16.8,94,1006.6,13.5,13.2,165,17,9
2023-06-06T04:00,16.5,96,1006.5,12.8,12.4,175,17,9
2023-06-06T05:00,17.0,94,1006.7,13.2,13.0,187,18,9
2023-06-06T06:00,17.4,92,1006.9,12.4,12.1,171,20,9
2023-06-06T07:00,17.7,89,1007.0,13.0,12.1,171,26,9
2023-06-06T08:00,19.3,82,1006.9,11.9,10.7,169,30,9
2023-06-06T09:00,20.7,76,1007.0,12.3,11.1,165,34,9
2023-06-06T10:00,21.4,76,1006.5,11.4,9.8,158,38,9
2023-06-06T11:00,22.3,75,1006.4,10.3,9.7,154,41,9
2023-06-06T12:00,23.0,71,1006.4,9.0,7.9,152,41,9
2023-06-06T13:00,23.5,66,1006.1,7.0,6.6,145,43,9
2023-06-06T14:00,23.9,64,1005.9,6.3,6.0,140,43,9
2023-06-06T15:00,23.8,64,1005.7,6.0,5.2,144,43,9
2023-06-06T16:00,23.3,66,1005.4,5.9,4.9,149,41,9
2023-06-06T17:00,21.5,77,1005.4,6.0,5.0,147,41,9
2023-06-06T18:00,20.8,84,1005.8,9.1,7.2,172,37,9
2023-06-06T19:00,20.5,82,1006.1,12.9,10.1,186,28,9
2023-06-06T20:00,19.4,88,1007.0,12.9,11.3,176,24,9
2023-06-06T21:00,18.2,93,1007.6,10.3,9.6,183,23,9
2023-06-06T22:00,17.2,95,1007.9,10.5,9.8,172,21,9
2023-06-06T23:00,16.5,97,1007.6,10.1,8.3,164,20,9
2023-06-07T00:00,15.8,97,1007.3,9.7,8.8,162,20,9
2023-06-07T01:00,15.5,97,1006.9,9.3,7.0,160,19,9
2023-06-07T02:00,14.9,98,1007.1,8.8,7.9,157,19,9
2023-06-07T03:00,14.6,98,1007.0,11.1,10.3,153,18,9
2023-06-07T04:00,14.6,97,1007.3,10.8,9.6,152,18,9
2023-06-07T05:00,16.0,96,1007.4,11.7,11.0,168,18,9
2023-06-07T06:00,18.4,88,1007.6,12.6,11.5,164,20,9
2023-06-07T07:00,19.9,85,1007.9,12.7,11.7,169,29,9
2023-06-07T08:00,21.3,84,1008.0,13.2,12.5,170,34,9
2023-06-07T09:00,22.1,85,1007.9,12.9,12.5,171,38,9
2023-06-07T10:00,22.5,84,1007.6,11.5,10.9,169,44,9
2023-06-07T11:00,23.1,83,1007.6,11.1,10.3,167,48,9
2023-06-07T12:00,23.7,80,1007.0,10.8,10.0,164,49,9
2023-06-07T13:00,23.6,77,1007.1,10.1,9.3,160,51,9
2023-06-07T14:00,23.6,76,1006.6,9.5,8.8,159,53,9
2023-06-07T15:00,23.8,74,1006.6,9.5,8.7,162,53,9
2023-06-07T16:00,23.4,74,1005.9,9.8,9.0,167,51,9
2023-06-07T17:00,23.2,74,1005.5,9.7,8.9,168,47,9
2023-06-07T18:00,21.8,82,1005.6,12.7,11.1,189,40,9
2023-06-07T19:00,20.8,83,1006.1,13.6,12.7,185,35,9
2023-06-07T20:00,19.1,91,1006.8,16.4,15.6,206,30,9
2023-06-07T21:00,18.0,94,1007.1,20.4,18.9,196,26,9
2023-06-07T22:00,17.7,92,1006.7,19.4,18.1,186,23,9
2023-06-07T23:00,16.6,96,1006.4,19.3,18.7,186,22,9
2023-06-01T00:00,14.8,91,1011.2,15.4,13.1,170,24,10
2023-06-01T01:00,14.7,92,1010.8,15.7,13.3,167,24,10
2023-06-01T02:00,14.4,92,1010.9,15.4,13.6,171,23,10
2023-06-01T03:00,14.2,92,1010.8,16.2,14.8,178,23,10
2023-06-01T04:00,14.2,91,1010.8,17.2,15.7,179,23,10
2023-06-01T05:00,15.5,89,1011.0,19.1,17.7,181,23,10
2023-06-01T06:00,18.4,78,1011.0,20.6,18.3,180,23,10
2023-06-01T07:00,19.7,75,1011.2,19.8,16.9,176,28,10
2023-06-01T08:00,21.0,71,1010.9,18.8,16.9,169,30,10
2023-06-01T09:00,22.2,66,1010.7,18.3,15.5,167,35,10
2023-06-01T10:00,23.2,63,1010.4,16.8,13.7,158,41,10
2023-06-01T11:00,23.9,61,1010.1,15.2,12.3,153,44,10
2023-06-01T12:00,24.6,59,1009.6,13.7,12.0,152,47,10
2023-06-01T13:00,24.8,57,1009.0,13.7,11.6,148,45,10
2023-06-01T14:00,25.1,56,1007.9,13.8,11.6,151,48,10
2023-06-01T15:00,25.3,55,1008.1,13.7,11.6,151,49,10
2023-06-01T16:00,24.8,55,1007.8,14.1,11.4,151,48,10
2023-06-01T17:00,23.9,61,1007.2,15.1,11.9,146,47,10
2023-06-01T18:00,22.4,69,1006.9,15.7,13.0,156,36,10
2023-06-01T19:00,21.5,75,1007.3,17.3,14.2,164,31,10
2023-06-01T20:00,19.9,79,1007.8,18.0,14.8,177,30,10
2023-06-01T21:00,18.7,85,1007.5,17.3,14.8,181,28,10
2023-06-01T22:00,18.1,86,1007.7,16.1,14.0,189,28,10
2023-06-01T23:00,17.5,87,1007.2,13.7,12.8,181,28,10
2023-06-02T00:00,17.0,88,1007.1,12.1,11.2,166,28,10
2023-06-02T01:00,16.6,89,1007.3,11.7,10.7,166,28,10
2023-06-02T02:00,16.2,89,1007.0,11.6,10.5,166,28,10
2023-06-02T03:00,16.0,89,1006.8,11.8,10.6,164,27,10
2023-06-02T04:00,15.8,89,1007.1,12.9,11.2,166,27,10
2023-06-02T05:00,17.0,88,1007.2,16.3,12.7,167,27,10
2023-06-02T06:00,20.1,78,1007.3,20.4,19.1,171,31,10
2023-06-02T07:00,21.6,69,1007.3,20.0,19.0,169,37,10
2023-06-02T08:00,23.0,65,1007.4,19.0,17.8,170,43,10
2023-06-02T09:00,24.2,60,1007.2,17.4,15.1,166,49,10
2023-06-02T10:00,25.2,56,1007.1,16.0,14.6,166,55,10
2023-06-02T11:00,25.9,54,1006.5,14.6,13.0,161,55,10
2023-06-02T12:00,26.2,53,1006.2,14.9,12.9,158,56,10
2023-06-02T13:00,26.2,52,1006.0,15.2,12.6,157,57,10
2023-06-02T14:00,26.6,51,1005.7,14.3,12.1,155,55,10
2023-06-02T15:00,26.6,50,1005.6,11.8,10.0,157,55,10
2023-06-02T16:00,26.3,51,1005.1,12.2,10.2,163,51,10
2023-06-02T17:00,25.2,57,1005.9,13.6,11.5,169,47,10
2023-06-02T18:00,23.5,66,1005.9,15.5,13.1,177,40,10
2023-06-02T19:00,21.9,81,1006.1,17.6,15.1,184,32,10
2023-06-02T20:00,20.2,88,1006.4,19.8,17.1,196,28,10
2023-06-02T21:00,19.1,90,1007.0,19.8,18.1,201,28,10
2023-06-02T22:00,19.4,86,1006.9,19.4,18.3,203,27,10
2023-06-02T23:00,19.3,86,1007.2,19.2,17.3,191,27,10
2023-06-03T00:00,17.3,94,1007.8,13.4,12.6,171,28,10
2023-06-03T01:00,16.8,94,1008.2,13.7,12.8,168,28,10
2023-06-03T02:00,16.4,94,1008.4,12.5,11.1,171,28,10
2023-06-03T03:00,16.1,94,1008.1,11.2,10.2,173,28,10
2023-06-03T04:00,15.6,95,1008.3,12.2,10.3,174,28,10
2023-06-03T05:00,16.9,94,1008.4,13.7,12.6,177,28,10
2023-06-03T06:00,19.7,84,1008.6,16.5,13.2,181,28,10
2023-06-03T07:00,20.8,77,1009.1,13.7,13.2,193,28,10
2023-06-03T08:00,21.9,72,1009.3,16.9,15.9,186,30,10
2023-06-03T09:00,22.9,68,1009.5,15.7,15.2,174,34,10
2023-06-03T10:00,23.9,65,1009.7,12.3,11.6,167,38,10
2023-06-03T11:00,24.7,62,1009.4,8.6,8.1,158,43,10
2023-06-03T12:00,25.1,61,1009.1,6.8,6.3,151,42,10
