time,temperature,humidity,pressure,pm10,pm2_5,carbon_monoxide,european_aqi,gpsID
2023-06-01T00:00,15.4,88,1013.8,17.9,15.6,221,25,1
2023-06-01T01:00,15.1,90,1013.4,19.8,17.5,212,25,1
2023-06-01T02:00,14.5,91,1013.3,20.2,18.0,196,25,1
2023-06-01T03:00,14.2,92,1013.2,20.4,18.9,194,25,1
2023-06-01T04:00,14.0,92,1013.2,21.1,19.9,192,25,1
2023-06-01T05:00,15.3,91,1013.4,22.9,20.9,193,26,1
2023-06-01T06:00,18.5,78,1013.3,22.8,20.8,189,26,1
2023-06-01T07:00,19.9,73,1013.5,20.7,19.5,185,26,1
2023-06-01T08:00,21.1,69,1013.3,19.2,17.7,172,29,1
2023-06-01T09:00,22.3,64,1013.1,18.9,16.4,170,36,1
2023-06-01T10:00,23.3,61,1012.7,17.9,15.6,163,43,1
2023-06-01T11:00,24.1,59,1012.4,17.1,13.6,159,47,1
2023-06-01T12:00,24.7,57,1011.8,16.5,13.3,155,49,1
2023-06-01T13:00,25.0,56,1011.1,15.2,12.2,154,50,1
2023-06-01T14:00,25.3,55,1010.1,15.1,12.0,151,50,1
2023-06-01T15:00,25.5,53,1009.9,15.1,11.9,146,49,1
2023-06-01T16:00,25.0,53,1009.6,15.2,11.6,144,45,1
2023-06-01T17:00,24.2,58,1009.3,15.0,11.2,145,44,1
2023-06-01T18:00,22.4,67,1009.0,16.7,13.4,161,37,1
2023-06-01T19:00,21.7,72,1009.5,17.4,15.1,173,30,1
2023-06-01T20:00,20.0,78,1010.0,18.4,16.1,188,31,1
2023-06-01T21:00,18.8,83,1009.8,18.9,16.0,204,31,1
2023-06-01T22:00,18.1,85,1009.7,18.1,14.9,214,31,1
2023-06-01T23:00,17.4,87,1009.3,16.2,13.8,203,31,1
2023-06-02T00:00,16.7,89,1009.2,13.7,12.1,180,31,1
2023-06-02T01:00,16.2,91,1009.6,13.2,11.8,173,31,1
2023-06-02T02:00,15.6,91,1009.4,13.6,11.8,172,31,1
2023-06-02T03:00,15.4,91,1009.2,14.8,12.8,174,30,1
2023-06-02T04:00,15.2,92,1009.5,16.5,13.9,178,30,1
2023-06-02T05:00,16.6,90,1009.5,21.1,19.0,182,29,1
2023-06-02T06:00,19.9,77,1009.6,20.6,19.5,178,29,1
2023-06-02T07:00,21.5,69,1009.7,19.9,18.6,182,35,1
2023-06-02T08:00,22.9,64,1009.7,20.5,19.1,179,40,1
2023-06-02T09:00,24.2,59,1009.4,18.9,16.5,174,49,1
2023-06-02T10:00,25.2,55,1009.3,18.0,16.5,170,57,1
2023-06-02T11:00,26.0,52,1008.6,16.8,15.2,166,58,1
2023-06-02T12:00,26.4,51,1008.4,16.5,13.9,163,59,1
2023-06-02T13:00,26.4,51,1008.1,16.0,12.6,163,60,1
2023-06-02T14:00,26.8,49,1007.7,14.5,12.3,162,59,1
2023-06-02T15:00,26.8,49,1007.6,13.1,11.0,165,55,1
2023-06-02T16:00,26.6,48,1007.4,15.2,12.8,170,51,1
2023-06-02T17:00,25.1,56,1008.0,16.6,14.0,174,49,1
2023-06-02T18:00,23.1,68,1008.2,17.6,14.9,185,39,1
2023-06-02T19:00,21.7,83,1008.2,19.8,17.1,201,30,1
2023-06-02T20:00,20.5,85,1008.7,20.9,18.9,218,30,1
2023-06-02T21:00,19.8,86,1009.3,22.6,20.6,232,30,1
2023-06-02T22:00,19.5,86,1009.5,23.2,21.5,240,30,1
2023-06-02T23:00,19.1,87,1009.7,25.4,23.9,229,31,1
2023-06-03T00:00,17.2,94,1010.2,20.7,19.9,203,32,1
2023-06-03T01:00,16.6,96,1010.7,15.8,14.9,186,32,1
2023-06-03T02:00,16.3,95,1010.6,14.4,13.0,176,33,1
2023-06-03T03:00,16.1,94,1010.3,15.5,13.2,171,33,1
2023-06-03T04:00,16.0,94,1010.7,15.2,13.1,173,33,1
2023-06-03T05:00,17.3,92,1010.8,16.3,15.6,204,33,1
2023-06-03T06:00,19.6,84,1011.1,21.6,20.0,201,32,1
2023-06-03T07:00,20.6,77,1011.7,19.0,18.3,215,32,1
2023-06-03T08:00,21.8,71,1011.7,15.5,13.1,187,33,1
2023-06-03T09:00,22.9,67,1011.8,12.8,12.0,184,36,1
2023-06-03T10:00,23.9,63,1012.0,10.6,10.2,173,39,1
2023-06-03T11:00,24.8,61,1011.8,8.0,7.1,166,45,1
2023-06-03T12:00,25.2,60,1011.5,6.5,5.7,154,45,1
2023-06-03T13:00,25.4,59,1010.6,6.6,6.1,152,43,1
2023-06-03T14:00,25.4,60,1011.0,6.8,5.8,148,42,1
2023-06-03T15:00,22.5,74,1010.5,7.1,6.4,151,41,1
2023-06-03T16:00,20.8,83,1010.7,7.0,6.6,154,39,1
2023-06-03T17:00,20.5,85,1011.0,7.5,6.8,156,37,1
2023-06-03T18:00,20.3,86,1011.1,8.7,7.9,157,35,1
2023-06-03T19:00,20.6,82,1011.5,9.8,8.3,161,30,1
2023-06-03T20:00,20.2,84,1012.1,11.7,10.4,174,26,1
2023-06-03T21:00,19.7,87,1012.2,13.7,12.4,182,25,1
2023-06-03T22:00,19.2,88,1012.4,14.8,13.8,170,25,1
2023-06-03T23:00,18.8,89,1012.3,16.0,15.2,165,24,1
2023-06-04T00:00,17.7,92,1012.1,18.0,17.2,176,23,1
2023-06-04T01:00,16.7,96,1012.0,19.1,18.3,181,23,1
2023-06-04T02:00,16.0,97,1012.1,20.1,19.3,179,23,1
2023-06-04T03:00,16.6,97,1011.8,21.1,19.4,179,24,1
2023-06-04T04:00,15.6,99,1011.8,21.9,17.9,184,24,1
2023-06-04T05:00,16.8,97,1012.3,22.9,20.7,195,24,1
2023-06-04T06:00,18.3,91,1012.6,22.7,19.5,182,25,1
2023-06-04T07:00,20.2,83,1013.0,20.8,20.2,180,26,1
2023-06-04T08:00,21.4,78,1013.1,19.6,17.2,173,30,1
2023-06-04T09:00,22.6,72,1013.1,17.5,16.6,164,35,1
2023-06-04T10:00,23.3,69,1013.3,17.6,15.4,162,37,1
2023-06-04T11:00,24.0,68,1012.7,14.4,12.8,157,42,1
2023-06-04T12:00,24.6,65,1012.3,9.8,9.0,151,43,1
2023-06-04T13:00,24.9,64,1012.7,10.1,9.3,152,42,1
2023-06-04T14:00,23.0,71,1012.2,10.9,9.4,160,45,1
2023-06-04T15:00,21.9,76,1012.0,10.9,10.2,170,47,1
2023-06-04T16:00,21.4,79,1012.1,10.5,9.0,173,44,1
2023-06-04T17:00,20.6,87,1012.8,10.0,8.3,169,42,1
2023-06-04T18:00,20.2,89,1012.4,11.7,9.9,163,38,1
2023-06-04T19:00,19.0,94,1012.4,12.5,11.6,169,30,1
2023-06-04T20:00,18.6,96,1012.7,12.4,11.7,174,29,1
2023-06-04T21:00,18.5,97,1013.1,10.6,10.3,183,29,1
2023-06-04T22:00,18.3,97,1013.8,13.0,10.1,175,29,1
2023-06-04T23:00,17.9,98,1013.1,14.3,12.9,173,28,1
2023-06-05T00:00,17.6,98,1012.6,15.0,11.6,175,28,1
2023-06-05T01:00,17.3,97,1012.3,9.8,9.5,159,28,1
2023-06-05T02:00,17.0,96,1012.7,7.9,7.7,157,27,1
2023-06-05T03:00,16.7,96,1012.3,7.6,7.3,159,27,1
2023-06-05T04:00,16.6,97,1012.3,8.1,7.8,163,26,1
2023-06-05T05:00,16.8,97,1012.2,9.6,7.6,157,24,1
2023-06-05T06:00,17.6,94,1012.4,9.0,8.7,167,23,1
2023-06-05T07:00,16.9,94,1012.5,8.7,8.4,166,23,1
2023-06-05T08:00,17.8,92,1012.6,7.4,6.6,164,24,1
2023-06-05T09:00,18.9,89,1012.4,7.0,5.8,164,25,1
2023-06-05T10:00,19.8,88,1012.8,6.3,5.2,161,28,1
2023-06-05T11:00,20.4,86,1012.5,6.6,6.2,158,30,1
2023-06-05T12:00,21.3,83,1012.4,5.9,5.5,157,32,1
2023-06-05T13:00,21.7,79,1012.0,5.6,4.8,143,34,1
2023-06-05T14:00,22.2,76,1011.7,5.0,4.6,141,34,1
2023-06-05T15:00,21.7,78,1011.3,5.1,4.8,142,35,1
2023-06-05T16:00,20.5,82,1011.1,4.8,4.5,144,34,1
2023-06-05T17:00,19.4,83,1010.9,5.7,5.3,150,33,1
2023-06-05T18:00,18.8,89,1011.1,7.8,7.0,155,29,1
2023-06-05T19:00,18.3,91,1011.4,9.3,8.5,159,25,1
2023-06-05T20:00,17.5,95,1012.0,9.3,8.5,164,24,1
2023-06-05T21:00,17.2,95,1012.0,10.2,9.2,174,23,1
2023-06-05T22:00,16.9,95,1012.1,12.6,10.9,186,19,1
2023-06-05T23:00,16.7,95,1011.8,15.0,12.9,189,20,1
2023-06-06T00:00,16.8,96,1012.0,17.0,15.4,179,18,1
2023-06-06T01:00,16.7,96,1012.1,18.6,17.9,187,15,1
2023-06-06T02:00,16.7,96,1011.8,16.3,15.9,178,16,1
2023-06-06T03:00,16.7,95,1011.7,20.4,20.1,180,17,1
2023-06-06T04:00,16.5,96,1011.6,20.0,18.9,183,18,1
2023-06-06T05:00,16.9,94,1011.8,17.9,17.4,192,19,1
2023-06-06T06:00,17.4,92,1012.1,18.3,16.7,183,20,1
2023-06-06T07:00,17.8,89,1012.2,16.3,15.3,173,24,1
2023-06-06T08:00,19.3,82,1012.1,15.3,14.4,170,30,1
2023-06-06T09:00,20.7,77,1012.2,11.7,11.1,161,34,1
2023-06-06T10:00,21.5,76,1011.6,9.2,8.7,159,39,1
2023-06-06T11:00,22.3,75,1011.7,7.9,7.1,156,41,1
2023-06-06T12:00,23.1,72,1011.5,6.9,6.5,154,43,1
2023-06-06T13:00,23.7,66,1011.2,6.3,5.8,152,46,1
2023-06-06T14:00,24.2,63,1010.9,6.1,5.2,150,47,1
2023-06-06T15:00,24.2,62,1010.7,5.8,5.0,151,47,1
2023-06-06T16:00,23.2,66,1010.3,6.1,5.0,152,45,1
2023-06-06T17:00,21.4,78,1010.4,6.3,5.2,148,43,1
2023-06-06T18:00,20.8,83,1011.0,7.9,6.6,155,36,1
2023-06-06T19:00,20.5,82,1011.2,10.5,9.1,160,31,1
2023-06-06T20:00,19.4,87,1012.2,11.7,10.1,172,28,1
2023-06-06T21:00,18.5,92,1012.7,12.7,11.4,187,24,1
2023-06-06T22:00,17.5,95,1012.8,12.3,11.4,184,23,1
2023-06-06T23:00,17.1,96,1012.9,13.0,10.9,177,23,1
2023-06-07T00:00,17.0,96,1012.4,14.7,12.8,192,23,1
2023-06-07T01:00,16.8,96,1012.3,15.9,13.3,191,22,1
2023-06-07T02:00,16.2,97,1012.4,16.2,14.6,181,22,1
2023-06-07T03:00,15.2,98,1012.3,18.5,14.9,193,22,1
2023-06-07T04:00,15.1,97,1012.6,16.2,15.1,192,21,1
2023-06-07T05:00,16.2,96,1012.8,15.9,15.3,189,21,1
2023-06-07T06:00,18.5,89,1012.8,17.9,16.4,190,21,1
2023-06-07T07:00,20.1,87,1013.0,19.2,18.4,192,21,1
2023-06-07T08:00,21.4,86,1013.1,17.5,16.0,187,30,1
2023-06-07T09:00,22.2,85,1013.1,15.2,14.1,174,37,1
2023-06-07T10:00,22.6,84,1012.8,13.2,12.2,170,45,1
2023-06-07T11:00,23.2,83,1012.8,10.6,9.6,167,50,1
2023-06-07T12:00,23.9,77,1012.1,8.4,7.6,161,50,1
2023-06-07T13:00,24.0,75,1012.1,6.9,6.2,158,49,1
2023-06-07T14:00,24.1,73,1011.3,6.3,5.9,154,48,1
2023-06-07T15:00,24.2,72,1011.3,6.3,5.9,151,47,1
2023-06-07T16:00,23.8,72,1010.8,7.0,6.5,155,45,1
2023-06-07T17:00,23.5,73,1010.4,8.1,7.4,166,44,1
2023-06-07T18:00,21.8,82,1010.9,9.8,7.7,170,38,1
2023-06-07T19:00,20.4,87,1011.6,13.6,11.6,180,32,1
2023-06-07T20:00,19.0,93,1011.8,16.8,15.2,198,26,1
2023-06-07T21:00,18.0,94,1011.9,19.7,19.0,223,25,1
2023-06-07T22:00,17.6,95,1011.8,19.9,18.9,238,24,1
2023-06-07T23:00,16.7,96,1011.5,22.1,21.2,225,25,1
2023-06-08T00:00,15.7,97,1011.6,24.5,23.7,215,25,1
2023-06-08T01:00,15.1,98,1011.6,23.7,22.9,211,26,1
2023-06-08T02:00,14.7,99,1011.4,22.8,20.3,196,27,1
2023-06-08T03:00,14.4,98,1011.1,22.4,20.6,196,28,1
2023-06-08T04:00,14.5,97,1010.9,22.4,21.5,200,28,1
2023-06-08T05:00,16.1,94,1010.9,21.8,21.2,218,29,1
2023-06-08T06:00,18.6,88,1011.0,21.7,20.9,227,29,1
2023-06-08T07:00,20.8,80,1011.3,25.9,25.0,215,30,1
2023-06-08T08:00,22.1,76,1011.1,21.7,19.5,200,41,1
2023-06-08T09:00,23.2,73,1011.0,17.9,17.2,192,52,1
2023-06-08T10:00,24.2,70,1010.8,15.3,14.3,180,60,1
2023-06-08T11:00,25.1,64,1010.0,11.7,11.0,173,61,1
2023-06-08T12:00,25.7,61,1009.5,10.7,9.3,171,61,1
2023-06-08T13:00,25.9,60,1009.1,9.6,8.2,166,62,1
2023-06-08T14:00,26.0,59,1008.5,9.4,9.0,160,62,1
2023-06-08T15:00,25.8,61,1008.2,7.5,7.0,165,60,1
2023-06-08T16:00,25.4,62,1007.8,6.0,5.7,172,52,1
2023-06-08T17:00,24.0,70,1007.6,6.4,6.0,172,49,1
2023-06-08T18:00,22.7,80,1008.0,9.7,8.3,170,40,1
2023-06-08T19:00,21.8,84,1008.1,11.2,10.5,187,34,1
2023-06-08T20:00,20.5,90,1008.6,13.3,12.3,203,31,1
2023-06-08T21:00,19.7,91,1008.8,15.0,14.1,214,31,1
2023-06-08T22:00,18.8,94,1009.6,15.4,14.6,209,31,1
2023-06-08T23:00,17.9,95,1008.8,15.2,14.1,203,30,1
2023-06-09T00:00,17.4,95,1008.7,13.0,12.3,168,30,1
2023-06-09T01:00,17.0,95,1008.5,12.8,11.1,152,29,1
2023-06-09T02:00,16.7,94,1008.1,12.1,11.3,150,28,1
2023-06-09T03:00,16.6,92,1007.9,12.2,11.5,150,27,1
2023-06-09T04:00,16.5,92,1008.2,12.7,11.7,149,26,1
2023-06-09T05:00,17.5,92,1008.5,13.3,12.3,161,26,1
2023-06-09T06:00,19.9,83,1008.9,14.9,13.2,161,25,1
2023-06-09T07:00,22.3,71,1009.1,14.4,13.3,169,28,1
2023-06-09T08:00,23.7,66,1009.3,14.1,12.2,164,36,1
2023-06-09T09:00,24.8,62,1009.2,10.9,9.5,164,45,1
2023-06-09T10:00,25.4,61,1009.3,10.2,9.1,163,53,1
2023-06-09T11:00,26.1,59,1008.8,9.1,8.6,158,59,1
2023-06-09T12:00,26.8,56,1008.2,8.4,7.8,152,59,1
2023-06-09T13:00,27.0,54,1007.7,8.3,7.6,148,60,1
2023-06-09T14:00,27.4,52,1007.2,8.3,7.4,145,59,1
2023-06-09T15:00,27.3,51,1006.9,7.2,6.2,145,57,1
2023-06-09T16:00,27.2,51,1006.1,7.0,6.2,144,55,1
2023-06-09T17:00,26.8,54,1006.4,8.2,7.3,148,48,1
2023-06-09T18:00,25.6,64,1006.9,11.0,9.3,156,42,1
2023-06-09T19:00,22.5,75,1007.6,14.5,12.5,166,32,1
2023-06-09T20:00,21.3,83,1008.2,17.0,14.7,176,24,1
2023-06-09T21:00,20.5,89,1008.6,17.9,15.4,179,21,1
2023-06-09T22:00,20.0,91,1008.0,17.6,14.6,175,22,1
2023-06-09T23:00,19.7,92,1008.4,17.0,14.1,160,22,1
2023-06-10T00:00,19.4,92,1008.7,15.0,13.0,145,22,1
2023-06-10T01:00,19.1,93,1008.7,14.3,11.8,143,22,1
2023-06-10T02:00,18.9,94,1008.5,14.8,11.8,141,22,1
2023-06-10T03:00,18.5,94,1008.0,15.4,11.7,134,22,1
2023-06-10T04:00,18.4,94,1007.7,16.1,13.4,138,22,1
2023-06-10T05:00,19.0,94,1007.8,16.1,12.8,144,22,1
2023-06-10T06:00,20.2,90,1007.9,16.2,12.2,138,22,1
2023-06-10T07:00,21.3,83,1008.3,14.3,10.9,134,22,1
2023-06-10T08:00,21.7,81,1008.2,11.7,10.8,141,22,1
2023-06-10T09:00,22.3,78,1008.2,11.4,10.9,145,22,1
2023-06-10T10:00,23.5,68,1008.4,9.3,8.8,141,25,1
2023-06-10T11:00,23.7,66,1008.1,7.6,6.6,128,33,1
2023-06-10T12:00,24.5,60,1008.0,7.3,6.5,128,36,1
2023-06-10T13:00,25.0,58,1007.4,7.4,6.0,120,37,1
2023-06-10T14:00,25.4,55,1007.1,6.7,5.5,118,38,1
2023-06-10T15:00,25.5,55,1006.6,6.2,5.0,115,38,1
2023-06-10T16:00,25.4,56,1006.9,6.3,5.1,114,36,1
2023-06-10T17:00,24.9,58,1006.7,7.2,5.9,115,35,1
2023-06-10T18:00,24.1,67,1006.7,6.7,5.5,128,32,1
2023-06-10T19:00,21.8,80,1007.2,7.6,6.2,138,29,1
2023-06-10T20:00,20.2,87,1007.8,10.4,8.7,147,23,1
2023-06-10T21:00,19.0,90,1007.8,13.4,11.7,151,19,1
2023-06-10T22:00,18.2,92,1008.4,16.1,14.0,156,19,1
2023-06-10T23:00,17.5,94,1007.8,16.6,14.6,163,19,1
2023-06-11T00:00,17.0,95,1008.3,17.4,16.3,163,19,1
2023-06-11T01:00,17.0,95,1008.2,18.3,16.8,169,19,1
2023-06-11T02:00,17.0,94,1008.1,14.9,13.8,167,20,1
2023-06-11T03:00,16.6,95,1008.2,14.6,13.7,169,20,1
2023-06-11T04:00,16.4,95,1008.2,15.2,13.6,166,20,1
2023-06-11T05:00,18.2,92,1008.1,15.5,13.8,168,20,1
2023-06-11T06:00,20.6,81,1008.2,16.3,13.0,157,20,1
2023-06-11T07:00,21.7,77,1008.5,14.7,13.6,157,21,1
2023-06-11T08:00,22.8,73,1008.7,14.3,13.5,153,31,1
2023-06-11T09:00,23.8,71,1008.5,12.7,11.9,159,41,1
2023-06-11T10:00,24.7,70,1008.5,10.4,9.7,165,52,1
2023-06-11T11:00,25.5,68,1008.5,8.4,7.9,166,53,1
2023-06-11T12:00,26.1,66,1008.4,7.5,7.1,165,55,1
2023-06-11T13:00,26.5,62,1007.9,6.9,6.5,164,51,1
2023-06-11T14:00,26.7,58,1007.6,6.2,5.9,160,48,1
2023-06-11T15:00,26.5,56,1007.3,5.7,5.1,152,45,1
2023-06-11T16:00,25.9,56,1007.1,5.5,4.8,149,40,1
2023-06-11T17:00,25.1,61,1007.1,5.9,4.9,147,38,1
2023-06-11T18:00,24.2,67,1007.8,7.6,6.0,154,36,1
2023-06-11T19:00,22.7,80,1008.0,9.1,7.4,160,30,1
2023-06-11T20:00,21.3,84,1008.7,12.1,11.2,168,28,1
2023-06-11T21:00,20.4,83,1009.1,13.3,11.4,165,25,1
2023-06-11T22:00,21.3,76,1009.4,14.8,12.2,167,23,1
2023-06-11T23:00,20.8,78,1009.3,15.2,13.2,165,21,1
2023-06-12T00:00,20.4,79,1009.4,17.3,14.1,177,21,1
2023-06-12T01:00,20.1,80,1009.7,19.1,15.6,178,21,1
2023-06-12T02:00,19.5,82,1009.2,20.9,19.0,173,21,1
2023-06-12T03:00,19.4,83,1009.0,22.4,20.2,179,21,1
2023-06-12T04:00,19.1,84,1009.2,21.1,19.8,186,22,1
2023-06-12T05:00,19.1,87,1009.2,20.8,17.6,184,22,1
2023-06-12T06:00,20.9,81,1009.3,20.6,18.4,187,23,1
2023-06-12T07:00,21.7,79,1009.5,11.6,9.1,158,26,1
2023-06-12T08:00,22.8,71,1009.5,6.9,5.4,143,30,1
2023-06-12T09:00,23.8,67,1009.5,6.5,5.4,132,33,1
2023-06-12T10:00,24.4,66,1008.8,5.4,4.7,131,36,1
2023-06-12T11:00,24.9,65,1008.7,5.0,4.5,128,36,1
2023-06-12T12:00,25.3,64,1007.9,4.6,3.9,122,36,1
2023-06-12T13:00,25.8,61,1007.7,4.5,3.6,119,36,1
2023-06-12T14:00,25.8,57,1007.7,4.5,3.6,119,36,1
2023-06-12T15:00,25.9,55,1007.0,4.5,3.7,119,36,1
2023-06-12T16:00,25.6,56,1006.5,4.7,3.9,117,36,1
2023-06-12T17:00,24.9,60,1006.7,5.1,4.2,118,35,1
2023-06-12T18:00,23.8,67,1006.8,6.2,5.6,129,32,1
2023-06-12T19:00,22.3,72,1007.2,7.1,6.1,134,30,1
2023-06-12T20:00,20.9,76,1007.6,7.9,6.7,138,28,1
2023-06-12T21:00,20.0,79,1007.9,9.3,7.9,140,27,1
2023-06-12T22:00,19.4,80,1007.1,10.2,8.9,142,25,1
2023-06-12T23:00,18.8,83,1007.1,9.7,8.4,138,23,1
2023-06-13T00:00,18.0,87,1007.5,10.7,8.7,133,22,1
2023-06-13T01:00,17.2,91,1007.5,10.7,8.6,131,22,1
2023-06-13T02:00,17.7,86,1007.0,12.3,10.4,138,18,1
2023-06-13T03:00,18.1,83,1007.0,14.5,11.7,148,17,1
2023-06-13T04:00,17.7,84,1007.1,14.9,13.5,150,16,1
2023-06-13T05:00,18.4,83,1007.5,14.9,11.9,169,16,1
2023-06-13T06:00,20.0,79,1007.5,13.3,11.4,161,18,1
2023-06-13T07:00,20.9,78,1007.3,10.0,8.0,131,22,1
2023-06-13T08:00,21.8,73,1007.1,7.7,5.8,124,28,1
2023-06-13T09:00,22.5,70,1006.9,7.1,5.3,114,32,1
2023-06-13T10:00,23.0,68,1006.9,6.4,5.0,116,33,1
2023-06-13T11:00,23.6,65,1006.3,6.0,4.6,118,34,1
2023-06-13T12:00,24.1,61,1005.9,5.5,4.2,116,34,1
2023-06-13T13:00,23.9,58,1005.6,5.3,4.1,114,36,1
2023-06-13T14:00,23.5,57,1005.8,6.1,4.8,116,36,1
2023-06-13T15:00,22.4,62,1005.6,7.0,4.9,117,36,1
2023-06-13T16:00,22.0,65,1005.4,6.9,5.3,121,36,1
2023-06-13T17:00,21.6,66,1005.5,6.7,5.6,123,35,1
2023-06-13T18:00,20.9,69,1005.4,7.7,6.4,129,34,1
2023-06-13T19:00,20.0,81,1005.6,8.6,6.8,129,32,1
2023-06-13T20:00,19.4,85,1006.3,10.3,7.4,133,28,1
2023-06-13T21:00,18.7,90,1006.6,10.8,8.4,137,26,1
2023-06-13T22:00,18.3,90,1006.3,10.2,8.2,136,22,1
2023-06-13T23:00,17.6,91,1006.7,10.3,8.5,136,21,1
2023-06-14T00:00,17.4,91,1006.9,11.0,8.9,132,20,1
2023-06-14T01:00,16.8,93,1006.5,11.6,9.8,137,19,1
2023-06-14T02:00,16.3,95,1005.9,12.0,10.6,139,16,1
2023-06-14T03:00,16.0,96,1005.9,15.7,13.0,140,15,1
2023-06-14T04:00,15.9,96,1006.2,13.4,12.5,145,15,1
2023-06-14T05:00,16.8,96,1006.4,15.4,14.3,151,15,1
2023-06-14T06:00,18.8,87,1006.8,17.0,13.9,154,15,1
2023-06-14T07:00,19.4,88,1007.1,15.1,13.0,148,22,1
2023-06-14T08:00,20.5,81,1007.3,13.2,12.0,144,27,1
2023-06-14T09:00,21.0,80,1007.3,10.9,9.8,137,31,1
2023-06-14T10:00,22.2,77,1007.4,9.6,9.1,132,34,1
2023-06-14T11:00,22.2,77,1007.0,8.5,7.7,128,37,1
2023-06-14T12:00,22.4,76,1006.7,7.5,6.7,123,36,1
2023-06-14T13:00,22.7,74,1006.3,7.4,6.7,117,36,1
2023-06-14T14:00,22.7,72,1006.3,7.6,7.0,114,36,1
2023-06-14T15:00,22.9,70,1006.2,7.6,7.1,114,36,1
2023-06-14T16:00,22.3,74,1006.1,6.9,6.3,117,36,1
2023-06-14T17:00,22.0,76,1006.3,7.4,6.4,118,35,1
2023-06-14T18:00,21.6,80,1007.1,9.9,8.1,133,33,1
2023-06-14T19:00,21.4,76,1007.6,11.3,9.0,138,28,1
2023-06-14T20:00,20.4,79,1008.2,14.2,11.6,140,24,1
2023-06-14T21:00,19.8,81,1008.6,15.1,12.0,146,22,1
2023-06-14T22:00,19.5,83,1008.6,14.8,11.8,149,19,1
2023-06-14T23:00,19.4,83,1009.4,18.0,14.7,152,20,1
2023-06-15T00:00,18.9,85,1009.5,16.0,15.4,164,20,1
2023-06-15T01:00,17.7,90,1009.1,17.5,15.2,160,21,1
2023-06-15T02:00,16.9,93,1009.1,18.8,16.0,161,21,1
2023-06-15T03:00,16.4,94,1009.3,20.4,17.5,157,22,1
2023-06-15T04:00,16.2,94,1009.5,20.7,19.1,159,22,1
2023-06-15T05:00,17.5,92,1010.0,19.6,17.0,170,23,1
2023-06-15T06:00,19.6,82,1010.2,16.0,13.6,163,23,1
2023-06-15T07:00,20.5,78,1010.2,14.4,12.3,157,25,1
2023-06-15T08:00,22.0,70,1010.2,11.1,10.2,147,28,1
2023-06-15T09:00,23.0,63,1010.2,10.4,9.7,140,35,1
2023-06-15T10:00,23.9,58,1009.8,8.7,8.1,135,40,1
2023-06-15T11:00,24.5,54,1009.5,7.8,7.2,127,43,1
2023-06-15T12:00,25.0,50,1009.4,8.3,6.8,119,42,1
2023-06-15T13:00,25.4,48,1009.1,7.3,5.9,115,42,1
2023-06-15T14:00,25.5,46,1009.2,7.0,5.9,114,41,1
2023-06-15T15:00,25.6,46,1009.0,6.9,5.6,115,41,1
2023-06-15T16:00,25.1,47,1008.9,7.0,5.6,115,41,1
2023-06-15T17:00,24.6,51,1008.9,7.2,6.5,116,40,1
2023-06-15T18:00,23.3,67,1009.1,10.5,7.8,140,34,1
2023-06-15T19:00,23.4,57,1009.6,11.6,9.7,148,29,1
2023-06-15T20:00,22.3,61,1010.2,12.8,10.5,156,27,1
2023-06-15T21:00,20.8,67,1010.5,13.4,12.0,159,23,1
2023-06-15T22:00,20.3,68,1009.8,13.4,11.7,155,22,1
2023-06-15T23:00,18.9,73,1010.4,13.5,11.4,166,22,1
2023-06-16T00:00,17.8,77,1010.2,13.5,11.4,168,22,1
2023-06-16T01:00,17.2,80,1010.1,14.5,11.5,176,21,1
2023-06-16T02:00,16.3,83,1010.2,14.6,13.3,172,21,1
2023-06-16T03:00,15.4,87,1010.6,16.3,14.2,178,21,1
2023-06-16T04:00,14.9,89,1011.1,20.3,17.4,178,21,1
2023-06-16T05:00,16.3,89,1011.1,21.9,17.8,184,20,1
2023-06-16T06:00,19.8,76,1011.2,22.3,17.6,188,21,1
2023-06-16T07:00,21.4,72,1011.5,17.2,15.4,182,24,1
2023-06-16T08:00,22.9,65,1011.6,16.6,13.7,171,32,1
2023-06-16T09:00,24.1,57,1011.3,14.8,13.1,157,39,1
2023-06-16T10:00,25.1,52,1011.0,13.6,11.5,144,48,1
2023-06-16T11:00,25.8,48,1010.3,12.6,10.7,136,53,1
2023-06-16T12:00,26.2,47,1009.9,12.6,10.6,132,55,1
2023-06-16T13:00,26.6,45,1009.2,12.8,10.9,130,56,1
2023-06-16T14:00,26.9,44,1008.8,12.8,10.7,132,57,1
2023-06-16T15:00,26.9,43,1008.4,12.8,10.5,133,56,1
2023-06-16T16:00,26.8,43,1008.3,12.0,10.2,134,55,1
2023-06-16T17:00,25.7,48,1008.6,11.7,10.2,135,54,1
2023-06-16T18:00,23.8,58,1009.1,12.3,10.5,157,51,1
2023-06-16T19:00,22.4,62,1009.3,13.5,11.6,172,38,1
2023-06-16T20:00,20.9,69,1010.0,15.2,13.1,181,31,1
2023-06-16T21:00,19.4,76,1010.3,15.6,13.1,190,28,1
2023-06-16T22:00,17.9,81,1010.3,15.8,12.6,185,25,1
2023-06-16T23:00,16.7,85,1010.8,13.9,12.3,186,25,1
2023-06-17T00:00,16.0,87,1011.0,16.0,12.8,179,25,1
2023-06-17T01:00,15.3,90,1010.7,16.9,13.2,169,25,1
2023-06-17T02:00,14.9,90,1010.6,16.7,13.3,167,26,1
